sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
65301,49431,35633,37895,52226,10752,10752,10752
65301,49431,35633,37895,52226,10752,10752,10752
3350,56855,43313,38407,53250,10752,10496,10752
3350,56855,43313,38407,53250,10752,10496,10752
8726,62231,49969,38151,53506,10752,10496,10752
8726,62231,49969,38151,53506,10752,10496,10752
62741,47639,33585,37383,53250,10496,10496,10752
62741,47639,33585,37383,53250,10496,10496,10752
12566,63511,60465,38407,53250,10496,10496,10752
12566,63511,60465,38407,53250,10496,10496,10752
16662,2840,1074,35079,53250,10752,10496,10752
16662,2840,1074,35079,53250,10752,10496,10752
62997,51479,33841,37383,52738,10496,10496,10752
62997,51479,33841,37383,52738,10496,10496,10752
11798,2584,59697,37383,53762,10752,10240,10752
11798,2584,59697,37383,53762,10752,10240,10752
13846,792,65073,37383,53250,10496,10240,10496
13846,792,65073,37383,53250,10496,10240,10496
16662,3608,3634,38663,53250,11008,10496,10752
16662,3608,3634,38663,53250,11008,10496,10752
15894,5656,50,39687,54018,10752,10496,10752
15894,5656,50,39687,54018,10752,10496,10752
4374,55319,45361,37127,53250,10496,10240,10496
4374,55319,45361,37127,53250,10496,10240,10496
7446,57623,52785,38663,53250,10496,10752,10752
7446,57623,52785,38663,53250,10496,10752,10752
13334,65047,60209,35847,52994,10752,10496,10496
13334,65047,60209,35847,52994,10752,10496,10496
16662,62999,65329,34567,53250,10752,10240,10496
16662,62999,65329,34567,53250,10752,10240,10496
62229,49175,32049,35335,54018,10752,10240,10752
62229,49175,32049,35335,54018,10752,10240,10752
65301,50455,39217,36871,52482,10752,10496,10752
65301,50455,39217,36871,52482,10752,10496,10752
13846,1560,65073,35847,53250,10496,10496,10752
13846,1560,65073,35847,53250,10496,10496,10752
16150,6680,3378,36359,53762,10496,10496,10496
16150,6680,3378,36359,53762,10496,10496,10496
14102,2584,2354,34311,53506,10752,10240,10752
14102,2584,2354,34311,53506,10752,10240,10752
3606,58391,44337,36359,52738,10752,10496,10752
3606,58391,44337,36359,52738,10752,10496,10752
5910,57879,50993,35335,52738,10496,10240,10752
5910,57879,50993,35335,52738,10496,10240,10752
9750,64791,57137,34567,52482,10752,10496,10752
9750,64791,57137,34567,52482,10752,10496,10752
13846,4376,63537,36103,52738,11008,10496,10496
