sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
58133,14102,35889,33031,53506,10496,10496,10752
58133,14102,35889,33031,53506,10496,10496,10752
17430,42518,16178,31495,54530,10752,10496,10752
17430,42518,16178,31495,54530,10752,10496,10752
64789,24086,47409,31495,54786,10496,10496,10752
64789,24086,47409,31495,54786,10496,10496,10752
11798,37654,1842,32775,53762,10496,10240,10752
11798,37654,1842,32775,53762,10496,10240,10752
15638,40982,7730,32775,54274,10496,10240,10496
15638,40982,7730,32775,54274,10496,10240,10496
8982,34582,60209,33799,54786,10752,10496,10752
8982,34582,60209,33799,54786,10752,10496,10752
59413,20502,33585,32007,55042,10496,10240,10752
59413,20502,33585,32007,55042,10496,10240,10752
63765,22294,40753,31239,54786,10752,10496,10496
63765,22294,40753,31239,54786,10752,10496,10496
1046,30486,48177,30727,55042,10496,10240,10496
1046,30486,48177,30727,55042,10496,10240,10496
3094,33302,54833,29959,55042,11008,10496,10752
3094,33302,54833,29959,55042,11008,10496,10752
7190,41494,63281,31239,53250,10752,10496,11008
7190,41494,63281,31239,53250,10752,10496,11008
8982,43286,65073,30983,52994,10752,10240,10496
8982,43286,65073,30983,52994,10752,10240,10496
11542,47126,6450,30727,53506,10496,10496,10496
11542,47126,6450,30727,53506,10496,10496,10496
12822,52502,8498,32519,54530,10752,10496,10752
12822,52502,8498,32519,54530,10752,10496,10752
5910,42262,59185,30215,56578,10496,10496,10752
5910,42262,59185,30215,56578,10496,10496,10752
58901,28438,35377,31239,53762,10496,10496,10752
58901,28438,35377,31239,53762,10496,10496,10752
7446,46102,61745,31495,53506,10496,10496,10752
7446,46102,61745,31495,53506,10496,10496,10752
21270,59926,21810,32263,53250,10752,10240,10752
21270,59926,21810,32263,53250,10752,10240,10752
57365,30742,35121,32775,53250,10752,10496,10752
57365,30742,35121,32775,53250,10752,10496,10752
5142,41238,60721,32007,53506,10496,10240,10496
5142,41238,60721,32007,53506,10496,10240,10496
20502,56854,20786,33031,53762,10752,10496,10752
20502,56854,20786,33031,53762,10752,10496,10752
56085,26134,33585,34055,52994,10752,10496,10752
56085,26134,33585,34055,52994,10752,10496,10752
61205,29462,40497,31495,52994,10240,10240,10752
61205,29462,40497,31495,52994,10240,10240,10752
8982,46358,65073,32263,53762,10752,10496,10752
8982,46358,65073,32263,53762,10752,10496,10752
13078,48662,5938,34055,53762,10752,10240,10752
13078,48662,5938,34055,53762,10752,10240,10752
14358,48662,8498,33031,53250,10752,10496,10752
14358,48662,8498,33031,53250,10752,10496,10752
10518,48662,2354,34055,52738,10752,10496,10752
10518,48662,2354,34055,52738,10752,10496,10752
2838,43798,51761,33031,53250,11008,10496,10752
2838,43798,51761,33031,53250,11008,10496,10752
12310,49686,7218,33799,53250,10496,10496,10752
12310,49686,7218,33799,53250,10496,10496,10752
13078,53014,6706,32775,53250,10496,10752,10752
13078,53014,6706,32775,53250,10496,10752,10752
61461,32278,45361,33287,53762,10752,10240,10752
61461,32278,45361,33287,53762,10752,10240,10752
3606,42774,56113,30471,53506,10752,10240,10496
3606,42774,56113,30471,53506,10752,10240,10496
6934,44822,63281,30471,54274,10496,10496,10752
6934,44822,63281,30471,54274,10496,10496,10752
10262,47126,4146,31239,53506,10752,10496,10752
10262,47126,4146,31239,53506,10752,10496,10752
59925,32534,39985,33543,54530,10752,10496,10496
59925,32534,39985,33543,54530,10752,10496,10496
65045,38166,47665,34311,53762,10496,10496,10752
65045,38166,47665,34311,53762,10496,10496,10752
56341,27414,32817,33031,53762,10496,10496,10752
56341,27414,32817,33031,53762,10496,10496,10752
4630,40726,58929,31239,55042,10496,10240,10496
4630,40726,58929,31239,55042,10496,10240,10496
7958,44822,64817,31495,56066,10496,10240,10752
7958,44822,64817,31495,56066,10496,10240,10752
53781,25878,29489,32007,55554,10496,10496,11008
53781,25878,29489,32007,55554,10496,10496,11008
12054,50198,2098,36103,55298,10752,10496,10752
12054,50198,2098,36103,55298,10752,10496,10752
14614,54550,6450,34567,55810,10752,10496,10752
14614,54550,6450,34567,55810,10752,10496,10752
65045,36374,48433,35079,55298,10752,10240,10752
65045,36374,48433,35079,55298,10752,10240,10752
11798,47638,2098,34055,55554,10752,10496,11008
11798,47638,2098,34055,55554,10752,10496,11008
13846,54806,8242,35847,55042,10496,10496,11008
13846,54806,8242,35847,55042,10496,10496,11008
64021,39190,46385,36359,55298,10496,10240,10496
64021,39190,46385,36359,55298,10496,10240,10496
55573,27158,30769,34311,55042,11008,10240,10496
55573,27158,30769,34311,55042,11008,10240,10496
4374,42518,57905,34311,54786,10752,10240,10496
4374,42518,57905,34311,54786,10752,10240,10496
10006,50454,65073,33799,55554,10752,10496,11008
10006,50454,65073,33799,55554,10752,10496,11008
12822,49942,5682,35335,55298,10752,10240,10752
12822,49942,5682,35335,55298,10752,10240,10752
14358,53782,8754,36103,55042,10752,10496,10752
14358,53782,8754,36103,55042,10752,10496,10752
11286,49174,818,36359,55042,10752,10496,10752
11286,49174,818,36359,55042,10752,10496,10752
57877,33814,34609,35591,55298,10496,10496,10752
57877,33814,34609,35591,55298,10496,10496,10752
60437,34582,38961,34567,55554,11008,10496,10752
60437,34582,38961,34567,55554,11008,10496,10752
60437,39702,44849,34823,55042,10752,10496,10496
60437,39702,44849,34823,55042,10752,10496,10496
19734,61974,19762,33031,54786,10496,10240,10752
19734,61974,19762,33031,54786,10496,10240,10752
58389,38422,36657,34823,55298,10752,10240,10752
58389,38422,36657,34823,55298,10752,10240,10752
59669,36886,42545,33799,55554,10752,10240,10496
59669,36886,42545,33799,55554,10752,10240,10496
63509,47638,49457,33031,55554,10752,10240,11008
63509,47638,49457,33031,55554,10752,10240,11008
64533,44310,55345,33031,54786,10752,10496,10496
64533,44310,55345,33031,54786,10752,10496,10496
57621,39702,41265,33287,55554,10496,10496,10752
57621,39702,41265,33287,55554,10496,10496,10752
61717,46102,47665,33287,55298,10752,10240,10752
61717,46102,47665,33287,55298,10752,10240,10752
62741,45334,54321,30983,55042,10496,10496,10752
62741,45334,54321,30983,55042,10496,10496,10752
1814,53014,60721,32519,54274,10752,10240,10752
1814,53014,60721,32519,54274,10752,10240,10752
4886,55062,1842,32775,54274,10752,10240,10752
4886,55062,1842,32775,54274,10752,10240,10752
50197,30742,33073,30983,54530,10496,10240,11008
50197,30742,33073,30983,54530,10496,10240,11008
64533,53270,59697,30727,54786,10752,10240,10752
64533,53270,59697,30727,54786,10752,10240,10752
3606,60182,562,31239,55554,10752,10240,10752
3606,60182,562,31239,55554,10752,10240,10752
6422,55574,5682,30215,56066,10496,10752,10496
6422,55574,5682,30215,56066,10496,10752,10496
10006,63254,8754,30983,56066,11008,10496,11008
10006,63254,8754,30983,56066,11008,10496,11008
58389,43030,45873,31495,56066,10752,10496,10752
58389,43030,45873,31495,56066,10752,10496,10752
62229,45078,53297,29447,54018,10496,10496,10496
62229,45078,53297,29447,54018,10496,10496,10496
7190,59158,7218,32263,55042,10752,10240,10752
7190,59158,7218,32263,55042,10752,10240,10752
57365,42262,45105,30215,54274,10496,10496,10752
57365,42262,45105,30215,54274,10496,10496,10752
60437,46870,51505,30471,54274,10752,10496,10752
60437,46870,51505,30471,54274,10752,10496,10752
64021,55574,58929,31495,54786,10752,10496,10496
64021,55574,58929,31495,54786,10752,10496,10496
2582,56086,306,32519,55554,10496,10240,10752
2582,56086,306,32519,55554,10496,10240,10752
5142,57366,5426,32775,56578,10752,10496,10496
5142,57366,5426,32775,56578,10752,10496,10496
6166,62486,8242,33543,55554,10752,10496,10752
6166,62486,8242,33543,55554,10752,10496,10752
